2.5000	0.0000	361.5451
2.6000	0.0000	335.3978
2.7000	0.0000	309.0554
2.8000	0.0000	281.8377
2.9000	0.0000	252.7663
3.0000	0.0000	220.4171
3.1000	0.0000	182.5079
3.2000	0.0000	135.8960
3.3000	0.0000	83.5452
3.4000	0.0000	40.6228
3.5000	0.0000	13.7815
3.6000	0.0000	-2.3794
3.7000	0.0000	-11.7626
3.8000	0.0000	-16.6439
3.9000	0.0000	-18.7566
4.0000	0.0000	-19.2144
4.1000	0.0000	-18.6728
4.2000	0.0000	-17.5363
4.3000	0.0000	-16.0778
4.4000	0.0000	-14.4896
4.5000	0.0000	-12.9045
4.6000	0.0000	-11.4063
4.7000	0.0000	-10.0403
4.8000	0.0000	-8.8234
4.9000	0.0000	-7.7544
5.0000	0.0000	-6.8221
5.1000	0.0000	-6.0109
5.2000	0.0000	-5.3047
5.3000	0.0000	-4.6890
5.4000	0.0000	-4.1512
5.5000	0.0000	-3.6807
5.6000	0.0000	-3.2688
5.7000	0.0000	-2.9081
5.8000	0.0000	-2.5921
5.9000	0.0000	-2.3152
6.0000	0.0000	-2.0723
6.1000	0.0000	-1.8591
6.2000	0.0000	-1.6715
6.3000	0.0000	-1.5061
6.4000	0.0000	-1.3598
6.5000	0.0000	-1.2301
6.6000	0.0000	-1.1148
6.7000	0.0000	-1.0120
6.8000	0.0000	-0.9200
6.9000	0.0000	-0.8376
7.0000	0.0000	-0.7635
7.1000	0.0000	-0.6968
7.2000	0.0000	-0.6367
7.3000	0.0000	-0.5825
7.4000	0.0000	-0.5335
7.5000	0.0000	-0.4892
7.6000	0.0000	-0.4491
7.7000	0.0000	-0.4129
7.8000	0.0000	-0.3801
7.9000	0.0000	-0.3504
8.0000	0.0000	-0.3234
8.1000	0.0000	-0.2990
8.2000	0.0000	-0.2769
8.3000	0.0000	-0.2567
8.4000	0.0000	-0.2384
8.5000	0.0000	-0.2218
8.6000	0.0000	-0.2066
8.7000	0.0000	-0.1927
8.8000	0.0000	-0.1800
8.9000	0.0000	-0.1684
9.0000	0.0000	-0.1577
9.1000	0.0000	-0.1478
9.2000	0.0000	-0.1387
9.3000	0.0000	-0.1303
9.4000	0.0000	-0.1225
9.5000	0.0000	-0.1152
9.6000	0.0000	-0.1084
9.7000	0.0000	-0.1021
9.8000	0.0000	-0.0962
9.9000	0.0000	-0.0907
10.0000	0.0000	-0.0855
10.1000	0.0000	-0.0806
10.2000	0.0000	-0.0760
10.3000	0.0000	-0.0717
10.4000	0.0000	-0.0676
10.5000	0.0000	-0.0637
10.6000	0.0000	-0.0601
10.7000	0.0000	-0.0567
10.8000	0.0000	-0.0534
10.9000	0.0000	-0.0504
11.0000	0.0000	-0.0475
11.1000	0.0000	-0.0448
11.2000	0.0000	-0.0422
11.3000	0.0000	-0.0398
11.4000	0.0000	-0.0375
11.5000	0.0000	-0.0354
11.6000	0.0000	-0.0333
11.7000	0.0000	-0.0314
11.8000	0.0000	-0.0296
11.9000	0.0000	-0.0279
12.0000	0.0000	-0.0263
12.1000	0.0000	-0.0247
12.2000	0.0000	-0.0233
12.3000	0.0000	-0.0219
12.4000	0.0000	-0.0206
12.5000	0.0000	-0.0193
12.6000	0.0000	-0.0181
12.7000	0.0000	-0.0169
12.8000	0.0000	-0.0158
12.9000	0.0000	-0.0147
13.0000	0.0000	-0.0137
13.1000	0.0000	-0.0127
