	0	1	2
1350	2.5000000000	90.0000000000	774.8621183675
0	2.5000000000	0.0000000000	2643.2261494584
149	100.0000000000	5.0000000000	0.0000000000
75	2.5000000000	5.0000000000	2567.8824941271
224	100.0000000000	10.0000000000	0.0000000000
150	2.5000000000	10.0000000000	2397.5754833144
299	100.0000000000	15.0000000000	0.0000000000
225	2.5000000000	15.0000000000	2226.2145674004
374	100.0000000000	20.0000000000	0.0000000000
300	2.5000000000	20.0000000000	2083.8013820328
449	100.0000000000	25.0000000000	0.0000000000
375	2.5000000000	25.0000000000	1968.6530490803
524	100.0000000000	30.0000000000	0.0000000000
450	2.5000000000	30.0000000000	1858.4301563370
599	100.0000000000	35.0000000000	0.0000000000
525	2.5000000000	35.0000000000	1743.4477918577
674	100.0000000000	40.0000000000	0.0000000000
600	2.5000000000	40.0000000000	1618.7099738713
749	100.0000000000	45.0000000000	0.0000000000
675	2.5000000000	45.0000000000	1487.4884249518
824	100.0000000000	50.0000000000	0.0000000000
750	2.5000000000	50.0000000000	1356.0965281620
899	100.0000000000	55.0000000000	0.0000000000
825	2.5000000000	55.0000000000	1228.4009642758
974	100.0000000000	60.0000000000	0.0000000000
900	2.5000000000	60.0000000000	1112.8867921337
1049	100.0000000000	65.0000000000	0.0000000000
975	2.5000000000	65.0000000000	1010.8410680396
1124	100.0000000000	70.0000000000	0.0000000000
1050	2.5000000000	70.0000000000	926.1777655816
1199	100.0000000000	75.0000000000	0.0000000000
1125	2.5000000000	75.0000000000	859.9772080355
1274	100.0000000000	80.0000000000	0.0000000000
1200	2.5000000000	80.0000000000	812.3111306717
1349	100.0000000000	85.0000000000	0.0000000000
1275	2.5000000000	85.0000000000	784.2937401334
