1.00	0
1.00	10
1.00	20
1.00	30
1.00	40
1.00	50
1.00	60
1.00	70
1.00	80
1.00	90
1.00	100
1.00	110
1.00	120
1.00	130
1.00	140
1.00	150
1.00	160
1.00	170
1.00	180
1.10	0
1.10	10
1.10	20
1.10	30
1.10	40
1.10	50
1.10	60
1.10	70
1.10	80
1.10	90
1.10	100
1.10	110
1.10	120
1.10	130
1.10	140
1.10	150
1.10	160
1.10	170
1.10	180
1.20	0
1.20	10
1.20	20
1.20	30
1.20	40
1.20	50
1.20	60
1.20	70
1.20	80
1.20	90
1.20	100
1.20	110
1.20	120
1.20	130
1.20	140
1.20	150
1.20	160
1.20	170
1.20	180
1.30	0
1.30	10
1.30	20
1.30	30
1.30	40
1.30	50
1.30	60
1.30	70
1.30	80
1.30	90
1.30	100
1.30	110
1.30	120
1.30	130
1.30	140
1.30	150
1.30	160
1.30	170
1.30	180
1.40	0
1.40	10
1.40	20
1.40	30
1.40	40
1.40	50
1.40	60
1.40	70
1.40	80
1.40	90
1.40	100
1.40	110
1.40	120
1.40	130
1.40	140
1.40	150
1.40	160
1.40	170
1.40	180
1.50	0
1.50	10
1.50	20
1.50	30
1.50	40
1.50	50
1.50	60
1.50	70
1.50	80
1.50	90
1.50	100
1.50	110
1.50	120
1.50	130
1.50	140
1.50	150
1.50	160
1.50	170
1.50	180
1.60	0
1.60	10
1.60	20
1.60	30
1.60	40
1.60	50
1.60	60
1.60	70
1.60	80
1.60	90
1.60	100
1.60	110
1.60	120
1.60	130
1.60	140
1.60	150
1.60	160
1.60	170
1.60	180
1.70	0
1.70	10
1.70	20
1.70	30
1.70	40
1.70	50
1.70	60
1.70	70
1.70	80
1.70	90
1.70	100
1.70	110
1.70	120
1.70	130
1.70	140
1.70	150
1.70	160
1.70	170
1.70	180
1.80	0
1.80	10
1.80	20
1.80	30
1.80	40
1.80	50
1.80	60
1.80	70
1.80	80
1.80	90
1.80	100
1.80	110
1.80	120
1.80	130
1.80	140
1.80	150
1.80	160
1.80	170
1.80	180
1.90	0
1.90	10
1.90	20
1.90	30
1.90	40
1.90	50
1.90	60
1.90	70
1.90	80
1.90	90
1.90	100
1.90	110
1.90	120
1.90	130
1.90	140
1.90	150
1.90	160
1.90	170
1.90	180
2.00	0
2.00	10
2.00	20
2.00	30
2.00	40
2.00	50
2.00	60
2.00	70
2.00	80
2.00	90
2.00	100
2.00	110
2.00	120
2.00	130
2.00	140
2.00	150
2.00	160
2.00	170
2.00	180
2.10	0
2.10	10
2.10	20
2.10	30
2.10	40
2.10	50
2.10	60
2.10	70
2.10	80
2.10	90
2.10	100
2.10	110
2.10	120
2.10	130
2.10	140
2.10	150
2.10	160
2.10	170
2.10	180
2.20	0
2.20	10
2.20	20
2.20	30
2.20	40
2.20	50
2.20	60
2.20	70
2.20	80
2.20	90
2.20	100
2.20	110
2.20	120
2.20	130
2.20	140
2.20	150
2.20	160
2.20	170
2.20	180
2.30	0
2.30	10
2.30	20
2.30	30
2.30	40
2.30	50
2.30	60
2.30	70
2.30	80
2.30	90
2.30	100
2.30	110
2.30	120
2.30	130
2.30	140
2.30	150
2.30	160
2.30	170
2.30	180
2.40	0
2.40	10
2.40	20
2.40	30
2.40	40
2.40	50
2.40	60
2.40	70
2.40	80
2.40	90
2.40	100
2.40	110
2.40	120
2.40	130
2.40	140
2.40	150
2.40	160
2.40	170
2.40	180
2.50	0
2.50	10
2.50	20
2.50	30
2.50	40
2.50	50
2.50	60
2.50	70
2.50	80
2.50	90
2.50	100
2.50	110
2.50	120
2.50	130
2.50	140
2.50	150
2.50	160
2.50	170
